"person","text","word.num","dc","sf","wes","pol","rejk","lk","azx","mmm"
"Romeo","more",1379,0,0,0,0,0,0,0,0
"Romeo","of",1380,0,0,0,0,0,0,0,0
"Romeo","thine.",1381,0,0,0,0,0,0,0,0
"Romeo","this",1382,0,0,0,0,0,0,0,0
"Romeo","love",1383,0,0,0,0,0,0,0,0
"Romeo","that",1384,0,0,0,0,0,0,0,0
"Romeo","thou",1385,0,0,0,0,0,0,0,0
"Romeo","hast",1386,0,0,0,0,0,0,0,0
"Romeo","shown",1387,0,0,0,0,0,0,0,0
"Romeo","Doth",1388,0,0,0,0,0,0,0,0
"Romeo","add",1389,0,0,0,0,0,0,0,0
"Romeo","more",1390,0,0,0,0,0,0,0,0
"Romeo","grief",1391,0,0,0,0,0,0,0,0
"Romeo","to",1392,0,0,0,0,0,0,0,0
"Romeo","too",1393,0,0,0,0,0,0,0,0
"Romeo","much",1394,0,0,0,0,0,0,0,0
"Romeo","of",1395,0,0,0,0,0,0,0,0
"Romeo","mine",1396,0,0,0,0,0,0,0,0
"Romeo","own.",1397,0,0,0,0,0,0,0,0
"Romeo","Love",1398,0,0,0,0,0,0,0,0
"Romeo","is",1399,0,0,0,0,0,0,0,0
"Romeo","a",1400,0,0,0,0,0,0,0,0
"Romeo","smoke",1401,0,0,0,0,0,0,0,0
"Romeo","raised",1402,0,0,0,0,0,0,0,0
"Romeo","with",1403,0,0,0,0,0,0,0,0
"Romeo","the",1404,0,0,0,0,0,0,0,0
"Romeo","fume",1405,0,0,0,0,0,0,0,0
"Romeo","of",1406,0,0,0,0,0,0,0,0
"Romeo","sighs;",1407,0,0,0,0,0,0,0,0
"Romeo","Being",1408,0,0,0,0,0,0,0,0
"Romeo","purged,",1409,0,0,0,0,0,0,0,0
"Romeo","a",1410,0,0,0,0,0,0,0,0
"Romeo","fire",1411,0,0,0,0,0,0,0,0
"Romeo","sparkling",1412,0,0,0,0,0,0,0,0
"Romeo","in",1413,0,0,0,0,0,0,0,0
"Romeo","lovers",1414,0,0,0,0,0,0,0,0
"Romeo","eyes;",1415,0,0,0,0,0,0,0,0
"Romeo","Being",1416,0,0,0,0,0,0,0,0
"Romeo","vex'd",1417,0,0,0,0,0,0,0,0
"Romeo","a",1418,0,0,0,0,0,0,0,0
"Romeo","sea",1419,0,0,0,0,0,0,0,0
"Romeo","nourish'd",1420,0,0,0,0,0,0,0,0
"Romeo","with",1421,0,0,0,0,0,0,0,0
"Romeo","lovers",1422,0,0,0,0,0,0,0,0
"Romeo","tears.",1423,0,0,0,0,0,0,0,0
"Romeo","What",1424,0,0,0,0,0,0,0,0
"Romeo","is",1425,0,0,0,0,0,0,0,0
"Romeo","it",1426,0,0,0,0,0,0,0,0
"Romeo","else?",1427,0,0,0,0,0,0,0,0
"Romeo","a",1428,0,0,0,0,0,0,0,0
"Romeo","madness",1429,0,0,0,0,0,0,0,0
"Romeo","most",1430,0,0,0,0,0,0,0,0
"Romeo","discreet,",1431,0,0,0,0,0,0,0,0
"Romeo","A",1432,0,0,0,0,0,0,0,0
"Romeo","choking",1433,0,0,0,0,0,0,0,0
"Romeo","gall",1434,0,0,0,0,0,0,0,0
"Romeo","and",1435,0,0,0,0,0,0,0,0
"Romeo","a",1436,0,0,0,0,0,0,0,0
"Romeo","preserving",1437,0,0,0,0,0,0,0,0
"Romeo","sweet.",1438,0,0,0,0,0,0,0,0
"Romeo","Farewell,",1439,0,0,0,0,0,0,0,0
"Romeo","my",1440,0,0,0,0,0,0,0,0
"Romeo","coz.",1441,0,0,0,0,0,0,0,0
"Benvolio","Soft!",1442,0,0,0,0,0,0,0,0
"Benvolio","I",1443,0,0,0,0,0,0,0,0
"Benvolio","will",1444,0,0,0,0,0,0,0,0
"Benvolio","go",1445,0,0,0,0,0,0,0,0
"Benvolio","along;",1446,0,0,0,0,0,0,0,0
"Benvolio","An",1447,0,0,0,0,0,0,0,0
"Benvolio","if",1448,0,0,0,0,0,0,0,0
"Benvolio","you",1449,0,0,0,0,0,0,0,0
"Benvolio","leave",1450,0,0,0,0,0,0,0,0
"Benvolio","me",1451,0,0,0,0,0,0,0,0
"Benvolio","so,",1452,0,0,0,0,0,0,0,0
"Benvolio","you",1453,0,0,0,0,0,0,0,0
"Benvolio","do",1454,0,0,0,0,0,0,0,0
"Benvolio","me",1455,0,0,0,0,0,0,0,0
"Benvolio","wrong.",1456,0,0,0,0,0,0,0,0
"Romeo","Tut,",1457,0,0,0,0,0,0,0,0
"Romeo","I",1458,0,0,0,0,0,0,0,0
"Romeo","have",1459,0,0,0,0,0,0,0,0
"Romeo","lost",1460,0,0,0,0,0,0,0,0
"Romeo","myself;",1461,0,0,0,0,0,0,0,0
"Romeo","I",1462,0,0,0,0,0,0,0,0
"Romeo","am",1463,0,0,0,0,0,0,0,0
"Romeo","not",1464,0,0,0,0,0,0,0,0
"Romeo","here;",1465,0,0,0,0,0,0,0,0
"Romeo","This",1466,0,0,0,0,0,0,0,0
"Romeo","is",1467,0,0,0,0,0,0,0,0
"Romeo","not",1468,0,0,0,0,0,0,0,0
"Romeo","Romeo,",1469,0,0,0,0,0,0,0,0
"Romeo","he's",1470,0,0,0,0,0,0,0,0
"Romeo","some",1471,0,0,0,0,0,0,0,0
"Romeo","other",1472,0,0,0,0,0,0,0,0
"Romeo","where.",1473,0,0,0,0,0,0,0,0
"Benvolio","Tell",1474,0,0,0,0,0,0,0,0
"Benvolio","me",1475,0,0,0,0,0,0,0,0
"Benvolio","in",1476,0,0,0,0,0,0,0,0
"Benvolio","sadness,",1477,0,0,0,0,0,0,0,0
"Benvolio","who",1478,0,0,0,0,0,0,0,0
"Benvolio","is",1479,0,0,0,0,0,0,0,0
"Benvolio","that",1480,0,0,0,0,0,0,0,0
"Benvolio","you",1481,0,0,0,0,0,0,0,0
"Benvolio","love.",1482,0,0,0,0,0,0,0,0
"Romeo","What,",1483,0,0,0,0,0,0,0,0
"Romeo","shall",1484,0,0,0,0,0,0,0,0
"Romeo","I",1485,0,0,0,0,0,0,0,0
"Romeo","groan",1486,0,0,0,0,0,0,0,0
"Romeo","and",1487,0,0,0,0,0,0,0,0
"Romeo","tell",1488,0,0,0,0,0,0,0,0
"Romeo","thee?",1489,0,0,0,0,0,0,0,0
"Benvolio","Groan!",1490,0,0,0,0,0,0,0,0
"Benvolio","why,",1491,0,0,0,0,0,0,0,0
"Benvolio","no.",1492,0,0,0,0,0,0,0,0
"Benvolio","But",1493,0,0,0,0,0,0,0,0
"Benvolio","sadly",1494,0,0,0,0,0,0,0,0
"Benvolio","tell",1495,0,0,0,0,0,0,0,0
"Benvolio","me",1496,0,0,0,0,0,0,0,0
"Benvolio","who.",1497,0,0,0,0,0,0,0,0
"Romeo","Bid",1498,0,0,0,0,0,0,0,0
"Romeo","a",1499,0,0,0,0,0,0,0,0
"Romeo","sick",1500,0,0,0,0,0,0,0,0
"Romeo","man",1501,0,0,0,0,0,0,0,0
"Romeo","in",1502,0,0,0,0,0,0,0,0
"Romeo","sadness",1503,0,0,0,0,0,0,0,0
"Romeo","make",1504,0,0,0,0,0,0,0,0
"Romeo","his",1505,0,0,0,0,0,0,0,0
"Romeo","will.",1506,0,0,0,0,0,0,0,0
"Romeo","Ah,",1507,0,0,0,0,0,0,0,0
"Romeo","word",1508,0,0,0,0,0,0,0,0
"Romeo","ill",1509,0,0,0,0,0,0,0,0
"Romeo","urged",1510,0,0,0,0,0,0,0,0
"Romeo","to",1511,0,0,0,0,0,0,0,0
"Romeo","one",1512,0,0,0,0,0,0,0,0
"Romeo","that",1513,0,0,0,0,0,0,0,0
"Romeo","is",1514,0,0,0,0,0,0,0,0
"Romeo","so",1515,0,0,0,0,0,0,0,0
"Romeo","ill!",1516,0,0,0,0,0,0,0,0
"Romeo","In",1517,0,0,0,0,0,0,0,0
"Romeo","sadness,",1518,0,0,0,0,0,0,0,0
"Romeo","cousin,",1519,0,0,0,0,0,0,0,0
"Romeo","I",1520,0,0,0,0,0,0,0,0
"Romeo","do",1521,0,0,0,0,0,0,0,0
"Romeo","love",1522,0,0,0,0,0,0,0,0
"Romeo","a",1523,0,0,0,0,0,0,0,0
"Romeo","woman.",1524,0,0,0,0,0,0,0,0
"Benvolio","I",1525,0,0,0,0,0,0,0,0
"Benvolio","aim'd",1526,0,0,0,0,0,0,0,0
"Benvolio","so",1527,0,0,0,0,0,0,0,0
"Benvolio","near,",1528,0,0,0,0,0,0,0,0
"Benvolio","when",1529,0,0,0,0,0,0,0,0
"Benvolio","I",1530,0,0,0,0,0,0,0,0
"Benvolio","supposed",1531,0,0,0,0,0,0,0,0
"Benvolio","you",1532,0,0,0,0,0,0,0,0
"Benvolio","loved.",1533,0,0,0,0,0,0,0,0
"Romeo","A",1534,0,0,0,0,0,0,0,0
"Romeo","right",1535,0,0,0,0,0,0,0,0
"Romeo","good",1536,0,0,0,0,0,0,0,0
"Romeo","mark-man!",1537,0,0,0,0,0,0,0,0
"Romeo","And",1538,0,0,0,0,0,0,0,0
"Romeo","she's",1539,0,0,0,0,0,0,0,0
"Romeo","fair",1540,0,0,0,0,0,0,0,0
"Romeo","I",1541,0,0,0,0,0,0,0,0
"Romeo","love.",1542,0,0,0,0,0,0,0,0
"Benvolio","A",1543,0,0,0,0,0,0,0,0
"Benvolio","right",1544,0,0,0,0,0,0,0,0
"Benvolio","fair",1545,0,0,0,0,0,0,0,0
"Benvolio","mark,",1546,0,0,0,0,0,0,0,0
"Benvolio","fair",1547,0,0,0,0,0,0,0,0
"Benvolio","coz,",1548,0,0,0,0,0,0,0,0
"Benvolio","is",1549,0,0,0,0,0,0,0,0
"Benvolio","soonest",1550,0,0,0,0,0,0,0,0
"Benvolio","hit.",1551,0,0,0,0,0,0,0,0
"Romeo","Well,",1552,0,0,0,0,0,0,0,0
"Romeo","in",1553,0,0,0,0,0,0,0,0
"Romeo","that",1554,0,0,0,0,0,0,0,0
"Romeo","hit",1555,0,0,0,0,0,0,0,0
"Romeo","you",1556,0,0,0,0,0,0,0,0
"Romeo","miss.",1557,0,0,0,0,0,0,0,0
"Romeo","she'll",1558,0,0,0,0,0,0,0,0
"Romeo","not",1559,0,0,0,0,0,0,0,0
"Romeo","be",1560,0,0,0,0,0,0,0,0
"Romeo","hit",1561,0,0,0,0,0,0,0,0
"Romeo","With",1562,0,0,0,0,0,0,0,0
"Romeo","Cupid's",1563,0,0,0,0,0,0,0,0
"Romeo","arrow;",1564,0,0,0,0,0,0,0,0
"Romeo","she",1565,0,0,0,0,0,0,0,0
"Romeo","hath",1566,0,0,0,0,0,0,0,0
"Romeo","Dian's",1567,0,0,0,0,0,0,0,0
"Romeo","wit;",1568,0,0,0,0,0,0,0,0
"Romeo","And,",1569,0,0,0,0,0,0,0,0
"Romeo","in",1570,0,0,0,0,0,0,0,0
"Romeo","strong",1571,0,0,0,0,0,0,0,0
"Romeo","proof",1572,0,0,0,0,0,0,0,0
"Romeo","of",1573,0,0,0,0,0,0,0,0
"Romeo","chastity",1574,0,0,0,0,0,0,0,0
"Romeo","well",1575,0,0,0,0,0,0,0,0
"Romeo","arm'd,",1576,0,0,0,0,0,0,0,0
"Romeo","From",1577,0,0,0,0,0,0,0,0
"Romeo","love's",1578,0,0,0,0,0,0,0,0
"Romeo","weak",1579,0,0,0,0,0,0,0,0
"Romeo","childish",1580,0,0,0,0,0,0,0,0
"Romeo","bow",1581,0,0,0,0,0,0,0,0
"Romeo","she",1582,0,0,0,0,0,0,0,0
"Romeo","lives",1583,0,0,0,0,0,0,0,0
"Romeo","unharm'd.",1584,0,0,0,0,0,0,0,0
"Romeo","She",1585,0,0,0,0,0,0,0,0
"Romeo","will",1586,0,0,0,0,0,0,0,0
"Romeo","not",1587,0,0,0,0,0,0,0,0
"Romeo","stay",1588,0,0,0,0,0,0,0,0
"Romeo","the",1589,0,0,0,0,0,0,0,0
"Romeo","siege",1590,0,0,0,0,0,0,0,0
"Romeo","of",1591,0,0,0,0,0,0,0,0
"Romeo","loving",1592,0,0,0,0,0,0,0,0
"Romeo","terms,",1593,0,0,0,0,0,0,0,0
"Romeo","Nor",1594,0,0,0,0,0,0,0,0
"Romeo","bide",1595,0,0,0,0,0,0,0,0
"Romeo","the",1596,0,0,0,0,0,0,0,0
"Romeo","encounter",1597,0,0,0,0,0,0,0,0
"Romeo","of",1598,0,0,0,0,0,0,0,0
"Romeo","assailing",1599,0,0,0,0,0,0,0,0
"Romeo","eyes,",1600,0,0,0,0,0,0,0,0
"Romeo","Nor",1601,0,0,0,0,0,0,0,0
"Romeo","ope",1602,0,0,0,0,0,0,0,0
"Romeo","her",1603,0,0,0,0,0,0,0,0
"Romeo","lap",1604,0,0,0,0,0,0,0,0
"Romeo","to",1605,0,0,0,0,0,0,0,0
"Romeo","saint-seducing",1606,0,0,0,0,0,0,0,0
"Romeo","gold.",1607,0,0,0,0,0,0,0,0
"Romeo","O,",1608,0,0,0,0,0,0,0,0
"Romeo","she",1609,0,0,0,0,0,0,0,0
"Romeo","is",1610,0,0,0,0,0,0,0,0
"Romeo","rich",1611,0,0,0,0,0,0,0,0
"Romeo","in",1612,0,0,0,0,0,0,0,0
"Romeo","beauty,",1613,0,0,0,0,0,0,0,0
"Romeo","only",1614,0,0,0,0,0,0,0,0
"Romeo","poor,",1615,0,0,0,0,0,0,0,0
"Romeo","That",1616,0,0,0,0,0,0,0,0
"Romeo","when",1617,0,0,0,0,0,0,0,0
"Romeo","she",1618,0,0,0,0,0,0,0,0
"Romeo","dies",1619,0,0,0,0,0,0,0,0
"Romeo","with",1620,0,0,0,0,0,0,0,0
"Romeo","beauty",1621,0,0,0,0,0,0,0,0
"Romeo","dies",1622,0,0,0,0,0,0,0,0
"Romeo","her",1623,0,0,0,0,0,0,0,0
"Romeo","store.",1624,0,0,0,0,0,0,0,0
"Benvolio","Then",1625,0,0,0,0,0,0,0,0
"Benvolio","she",1626,0,0,0,0,0,0,0,0
"Benvolio","hath",1627,0,0,0,0,0,0,0,0
"Benvolio","sworn",1628,0,0,0,0,0,0,0,0
"Benvolio","that",1629,0,0,0,0,0,0,0,0
"Benvolio","she",1630,0,0,0,0,0,0,0,0
"Benvolio","will",1631,0,0,0,0,0,0,0,0
"Benvolio","still",1632,0,0,0,0,0,0,0,0
"Benvolio","live",1633,0,0,0,0,0,0,0,0
"Benvolio","chaste?",1634,0,0,0,0,0,0,0,0
"Romeo","She",1635,0,0,0,0,0,0,0,0
"Romeo","hath,",1636,0,0,0,0,0,0,0,0
"Romeo","and",1637,0,0,0,0,0,0,0,0
"Romeo","in",1638,0,0,0,0,0,0,0,0
"Romeo","that",1639,0,0,0,0,0,0,0,0
"Romeo","sparing",1640,0,0,0,0,0,0,0,0
"Romeo","makes",1641,0,0,0,0,0,0,0,0
"Romeo","huge",1642,0,0,0,0,0,0,0,0
"Romeo","waste,",1643,0,0,0,0,0,0,0,0
"Romeo","For",1644,0,0,0,0,0,0,0,0
"Romeo","beauty",1645,0,0,0,0,0,0,0,0
"Romeo","starved",1646,0,0,0,0,0,0,0,0
"Romeo","with",1647,0,0,0,0,0,0,0,0
"Romeo","her",1648,0,0,0,0,0,0,0,0
"Romeo","severity",1649,0,0,0,0,0,0,0,0
"Romeo","Cuts",1650,0,0,0,0,0,0,0,0
"Romeo","beauty",1651,0,0,0,0,0,0,0,0
"Romeo","off",1652,0,0,0,0,0,0,0,0
"Romeo","from",1653,0,0,0,0,0,0,0,0
"Romeo","all",1654,0,0,0,0,0,0,0,0
"Romeo","posterity.",1655,0,0,0,0,0,0,0,0
"Romeo","She",1656,0,0,0,0,0,0,0,0
"Romeo","is",1657,0,0,0,0,0,0,0,0
"Romeo","too",1658,0,0,0,0,0,0,0,0
"Romeo","fair,",1659,0,0,0,0,0,0,0,0
"Romeo","too",1660,0,0,0,0,0,0,0,0
"Romeo","wise,",1661,0,0,0,0,0,0,0,0
"Romeo","wisely",1662,0,0,0,0,0,0,0,0
"Romeo","too",1663,0,0,0,0,0,0,0,0
"Romeo","fair,",1664,0,0,0,0,0,0,0,0
"Romeo","To",1665,0,0,0,0,0,0,0,0
"Romeo","merit",1666,0,0,0,0,0,0,0,0
"Romeo","bliss",1667,0,0,0,0,0,0,0,0
"Romeo","by",1668,0,0,0,0,0,0,0,0
"Romeo","making",1669,0,0,0,0,0,0,0,0
"Romeo","me",1670,0,0,0,0,0,0,0,0
"Romeo","despair.",1671,0,0,0,0,0,0,0,0
"Romeo","She",1672,0,0,0,0,0,0,0,0
"Romeo","hath",1673,0,0,0,0,0,0,0,0
"Romeo","forsworn",1674,0,0,0,0,0,0,0,0
"Romeo","to",1675,0,0,0,0,0,0,0,0
"Romeo","love,",1676,0,0,0,0,0,0,0,0
"Romeo","and",1677,0,0,0,0,0,0,0,0
"Romeo","in",1678,0,0,0,0,0,0,0,0
"Romeo","that",1679,0,0,0,0,0,0,0,0
"Romeo","vow",1680,0,0,0,0,0,0,0,0
"Romeo","Do",1681,0,0,0,0,0,0,0,0
"Romeo","I",1682,0,0,0,0,0,0,0,0
"Romeo","live",1683,0,0,0,0,0,0,0,0
"Romeo","dead",1684,0,0,0,0,0,0,0,0
"Romeo","that",1685,0,0,0,0,0,0,0,0
"Romeo","live",1686,0,0,0,0,0,0,0,0
"Romeo","to",1687,0,0,0,0,0,0,0,0
"Romeo","tell",1688,0,0,0,0,0,0,0,0
"Romeo","it",1689,0,0,0,0,0,0,0,0
"Romeo","now.",1690,0,0,0,0,0,0,0,0
"Benvolio","Be",1691,0,0,0,0,0,0,0,0
"Benvolio","ruled",1692,0,0,0,0,0,0,0,0
"Benvolio","by",1693,0,0,0,0,0,0,0,0
"Benvolio","me,",1694,0,0,0,0,0,0,0,0
"Benvolio","forget",1695,0,0,0,0,0,0,0,0
"Benvolio","to",1696,0,0,0,0,0,0,0,0
"Benvolio","think",1697,0,0,0,0,0,0,0,0
"Benvolio","of",1698,0,0,0,0,0,0,0,0
"Benvolio","her.",1699,0,0,0,0,0,0,0,0
"Romeo","O,",1700,0,0,0,0,0,0,0,0
"Romeo","teach",1701,0,0,0,0,0,0,0,0
"Romeo","me",1702,0,0,0,0,0,0,0,0
"Romeo","how",1703,0,0,0,0,0,0,0,0
"Romeo","I",1704,0,0,0,0,0,0,0,0
"Romeo","should",1705,0,0,0,0,0,0,0,0
"Romeo","forget",1706,0,0,0,0,0,0,0,0
"Romeo","to",1707,0,0,0,0,0,0,0,0
"Romeo","think.",1708,0,0,0,0,0,0,0,0
"Benvolio","By",1709,0,0,0,0,0,0,0,0
"Benvolio","giving",1710,0,0,0,0,0,0,0,0
"Benvolio","liberty",1711,0,0,0,0,0,0,0,0
"Benvolio","unto",1712,0,0,0,0,0,0,0,0
"Benvolio","thine",1713,0,0,0,0,0,0,0,0
"Benvolio","eyes;",1714,0,0,0,0,0,0,0,0
"Benvolio","Examine",1715,0,0,0,0,0,0,0,0
"Benvolio","other",1716,0,0,0,0,0,0,0,0
"Benvolio","beauties.",1717,0,0,0,0,0,0,0,0
"Romeo","'Tis",1718,0,0,0,0,0,0,0,0
"Romeo","the",1719,0,0,0,0,0,0,0,0
"Romeo","way",1720,0,0,0,0,0,0,0,0
"Romeo","To",1721,0,0,0,0,0,0,0,0
"Romeo","call",1722,0,0,0,0,0,0,0,0
"Romeo","hers",1723,0,0,0,0,0,0,0,0
"Romeo","exquisite,",1724,0,0,0,0,0,0,0,0
"Romeo","in",1725,0,0,0,0,0,0,0,0
"Romeo","question",1726,0,0,0,0,0,0,0,0
"Romeo","more.",1727,0,0,0,0,0,0,0,0
"Romeo","These",1728,0,0,0,0,0,0,0,0
"Romeo","happy",1729,0,0,0,0,0,0,0,0
"Romeo","masks",1730,0,0,0,0,0,0,0,0
"Romeo","that",1731,0,0,0,0,0,0,0,0
"Romeo","kiss",1732,0,0,0,0,0,0,0,0
"Romeo","fair",1733,0,0,0,0,0,0,0,0
"Romeo","ladies",1734,0,0,0,0,0,0,0,0
"Romeo","brows",1735,0,0,0,0,0,0,0,0
"Romeo","Being",1736,0,0,0,0,0,0,0,0
"Romeo","black",1737,0,0,0,0,0,0,0,0
"Romeo","put",1738,0,0,0,0,0,0,0,0
"Romeo","us",1739,0,0,0,0,0,0,0,0
"Romeo","in",1740,0,0,0,0,0,0,0,0
"Romeo","mind",1741,0,0,0,0,0,0,0,0
"Romeo","they",1742,0,0,0,0,0,0,0,0
"Romeo","hide",1743,0,0,0,0,0,0,0,0
"Romeo","the",1744,0,0,0,0,0,0,0,0
"Romeo","fair;",1745,0,0,0,0,0,0,0,0
"Romeo","He",1746,0,0,0,0,0,0,0,0
"Romeo","that",1747,0,0,0,0,0,0,0,0
"Romeo","is",1748,0,0,0,0,0,0,0,0
"Romeo","strucken",1749,0,0,0,0,0,0,0,0
"Romeo","blind",1750,0,0,0,0,0,0,0,0
"Romeo","cannot",1751,0,0,0,0,0,0,0,0
"Romeo","forget",1752,0,0,0,0,0,0,0,0
"Romeo","The",1753,0,0,0,0,0,0,0,0
"Romeo","precious",1754,0,0,0,0,0,0,0,0
"Romeo","treasure",1755,0,0,0,0,0,0,0,0
"Romeo","of",1756,0,0,0,0,0,0,0,0
"Romeo","his",1757,0,0,0,0,0,0,0,0
"Romeo","eyesight",1758,0,0,0,0,0,0,0,0
"Romeo","lost.",1759,0,0,0,0,0,0,0,0
"Romeo","Show",1760,0,0,0,0,0,0,0,0
"Romeo","me",1761,0,0,0,0,0,0,0,0
"Romeo","a",1762,0,0,0,0,0,0,0,0
"Romeo","mistress",1763,0,0,0,0,0,0,0,0
"Romeo","that",1764,0,0,0,0,0,0,0,0
"Romeo","is",1765,0,0,0,0,0,0,0,0
"Romeo","passing",1766,0,0,0,0,0,0,0,0
"Romeo","fair,",1767,0,0,0,0,0,0,0,0
"Romeo","What",1768,0,0,0,0,0,0,0,0
"Romeo","doth",1769,0,0,0,0,0,0,0,0
"Romeo","her",1770,0,0,0,0,0,0,0,0
"Romeo","beauty",1771,0,0,0,0,0,0,0,0
"Romeo","serve,",1772,0,0,0,0,0,0,0,0
"Romeo","but",1773,0,0,0,0,0,0,0,0
"Romeo","as",1774,0,0,0,0,0,0,0,0
"Romeo","a",1775,0,0,0,0,0,0,0,0
"Romeo","note",1776,0,0,0,0,0,0,0,0
"Romeo","Where",1777,0,0,0,0,0,0,0,0
"Romeo","I",1778,0,0,0,0,0,0,0,0
"Romeo","may",1779,0,0,0,0,0,0,0,0
"Romeo","read",1780,0,0,0,0,0,0,0,0
"Romeo","who",1781,0,0,0,0,0,0,0,0
"Romeo","pass'd",1782,0,0,0,0,0,0,0,0
"Romeo","that",1783,0,0,0,0,0,0,0,0
"Romeo","passing",1784,0,0,0,0,0,0,0,0
"Romeo","fair?",1785,0,0,0,0,0,0,0,0
"Romeo","Farewell.",1786,0,0,0,0,0,0,0,0
"Romeo","thou",1787,0,0,0,0,0,0,0,0
"Romeo","canst",1788,0,0,0,0,0,0,0,0
"Romeo","not",1789,0,0,0,0,0,0,0,0
"Romeo","teach",1790,0,0,0,0,0,0,0,0
"Romeo","me",1791,0,0,0,0,0,0,0,0
"Romeo","to",1792,0,0,0,0,0,0,0,0
"Romeo","forget.",1793,0,0,0,0,0,0,0,0
"Benvolio","I'll",1794,0,0,0,0,0,0,0,0
"Benvolio","pay",1795,0,0,0,0,0,0,0,0
"Benvolio","that",1796,0,0,0,0,0,0,0,0
"Benvolio","doctrine,",1797,0,0,0,0,0,0,0,0
"Benvolio","or",1798,0,0,0,0,0,0,0,0
"Benvolio","else",1799,0,0,0,0,0,0,0,0
"Benvolio","die",1800,0,0,0,0,0,0,0,0
"Benvolio","in",1801,0,0,0,0,0,0,0,0
"Benvolio","debt.",1802,0,0,0,0,0,0,0,0
"Capulet","But",1803,0,0,0,0,0,0,0,0
"Capulet","Montague",1804,0,0,0,0,0,0,0,0
"Capulet","is",1805,0,0,0,0,0,0,0,0
"Capulet","bound",1806,0,0,0,0,0,0,0,0
"Capulet","as",1807,0,0,0,0,0,0,0,0
"Capulet","well",1808,0,0,0,0,0,0,0,0
"Capulet","as",1809,0,0,0,0,0,0,0,0
"Capulet","I,",1810,0,0,0,0,0,0,0,0
"Capulet","In",1811,0,0,0,0,0,0,0,0
"Capulet","penalty",1812,0,0,0,0,0,0,0,0
"Capulet","alike;",1813,0,0,0,0,0,0,0,0
"Capulet","and",1814,0,0,0,0,0,0,0,0
"Capulet","tis",1815,0,0,0,0,0,0,0,0
"Capulet","not",1816,0,0,0,0,0,0,0,0
"Capulet","hard,",1817,0,0,0,0,0,0,0,0
"Capulet","I",1818,0,0,0,0,0,0,0,0
"Capulet","think,",1819,0,0,0,0,0,0,0,0
"Capulet","For",1820,0,0,0,0,0,0,0,0
"Capulet","men",1821,0,0,0,0,0,0,0,0
"Capulet","so",1822,0,0,0,0,0,0,0,0
"Capulet","old",1823,0,0,0,0,0,0,0,0
"Capulet","as",1824,0,0,0,0,0,0,0,0
"Capulet","we",1825,0,0,0,0,0,0,0,0
"Capulet","to",1826,0,0,0,0,0,0,0,0
"Capulet","keep",1827,0,0,0,0,0,0,0,0
"Capulet","the",1828,0,0,0,0,0,0,0,0
"Capulet","peace.",1829,0,0,0,0,0,0,0,0
"Paris","Of",1830,0,0,0,0,0,0,0,0
"Paris","honourable",1831,0,0,0,0,0,0,0,0
"Paris","reckoning",1832,0,0,0,0,0,0,0,0
"Paris","are",1833,0,0,0,0,0,0,0,0
"Paris","you",1834,0,0,0,0,0,0,0,0
"Paris","both;",1835,0,0,0,0,0,0,0,0
"Paris","And",1836,0,0,0,0,0,0,0,0
"Paris","pity",1837,0,0,0,0,0,0,0,0
"Paris","tis",1838,0,0,0,0,0,0,0,0
"Paris","you",1839,0,0,0,0,0,0,0,0
"Paris","lived",1840,0,0,0,0,0,0,0,0
"Paris","at",1841,0,0,0,0,0,0,0,0
"Paris","odds",1842,0,0,0,0,0,0,0,0
"Paris","so",1843,0,0,0,0,0,0,0,0
"Paris","long.",1844,0,0,0,0,0,0,0,0
"Paris","But",1845,0,0,0,0,0,0,0,0
"Paris","now,",1846,0,0,0,0,0,0,0,0
"Paris","my",1847,0,0,0,0,0,0,0,0
"Paris","lord,",1848,0,0,0,0,0,0,0,0
"Paris","what",1849,0,0,0,0,0,0,0,0
"Paris","say",1850,0,0,0,0,0,0,0,0
"Paris","you",1851,0,0,0,0,0,0,0,0
"Paris","to",1852,0,0,0,0,0,0,0,0
"Paris","my",1853,0,0,0,0,0,0,0,0
"Paris","suit?",1854,0,0,0,0,0,0,0,0
"Capulet","But",1855,0,0,0,0,0,0,0,0
"Capulet","saying",1856,0,0,0,0,0,0,0,0
"Capulet","o'er",1857,0,0,0,0,0,0,0,0
"Capulet","what",1858,0,0,0,0,0,0,0,0
"Capulet","I",1859,0,0,0,0,0,0,0,0
"Capulet","have",1860,0,0,0,0,0,0,0,0
"Capulet","said",1861,0,0,0,0,0,0,0,0
"Capulet","before.",1862,0,0,0,0,0,0,0,0
"Capulet","My",1863,0,0,0,0,0,0,0,0
"Capulet","child",1864,0,0,0,0,0,0,0,0
"Capulet","is",1865,0,0,0,0,0,0,0,0
"Capulet","yet",1866,0,0,0,0,0,0,0,0
"Capulet","a",1867,0,0,0,0,0,0,0,0
"Capulet","stranger",1868,0,0,0,0,0,0,0,0
"Capulet","in",1869,0,0,0,0,0,0,0,0
"Capulet","the",1870,0,0,0,0,0,0,0,0
"Capulet","world;",1871,0,0,0,0,0,0,0,0
"Capulet","She",1872,0,0,0,0,0,0,0,0
"Capulet","hath",1873,0,0,0,0,0,0,0,0
"Capulet","not",1874,0,0,0,0,0,0,0,0
"Capulet","seen",1875,0,0,0,0,0,0,0,0
"Capulet","the",1876,0,0,0,0,0,0,0,0
"Capulet","change",1877,0,0,0,0,0,0,0,0
