"person","text","word.num","dc","sf","wes","pol","rejk","lk","azx","mmm"
"Nurse","it",2706,0,0,0,0,0,0,0,0
"Nurse","now",2707,0,0,0,0,0,0,0,0
"Nurse","To",2708,0,0,0,0,0,0,0,0
"Nurse","Lammas-tide?",2709,0,0,0,0,0,0,0,0
"Lady Capulet","A",2710,0,0,0,0,0,0,0,0
"Lady Capulet","fortnight",2711,0,0,0,0,0,0,0,0
"Lady Capulet","and",2712,0,0,0,0,0,0,0,0
"Lady Capulet","odd",2713,0,0,0,0,0,0,0,0
"Lady Capulet","days.",2714,0,0,0,0,0,0,0,0
"Nurse","Even",2715,0,0,0,0,0,0,0,0
"Nurse","or",2716,0,0,0,0,0,0,0,0
"Nurse","odd,",2717,0,0,0,0,0,0,0,0
"Nurse","of",2718,0,0,0,0,0,0,0,0
"Nurse","all",2719,0,0,0,0,0,0,0,0
"Nurse","days",2720,0,0,0,0,0,0,0,0
"Nurse","in",2721,0,0,0,0,0,0,0,0
"Nurse","the",2722,0,0,0,0,0,0,0,0
"Nurse","year,",2723,0,0,0,0,0,0,0,0
"Nurse","Come",2724,0,0,0,0,0,0,0,0
"Nurse","Lammas-eve",2725,0,0,0,0,0,0,0,0
"Nurse","at",2726,0,0,0,0,0,0,0,0
"Nurse","night",2727,0,0,0,0,0,0,0,0
"Nurse","shall",2728,0,0,0,0,0,0,0,0
"Nurse","she",2729,0,0,0,0,0,0,0,0
"Nurse","be",2730,0,0,0,0,0,0,0,0
"Nurse","fourteen.",2731,0,0,0,0,0,0,0,0
"Nurse","Susan",2732,0,0,0,0,0,0,0,0
"Nurse","and",2733,0,0,0,0,0,0,0,0
"Nurse","she--God",2734,0,0,0,0,0,0,0,0
"Nurse","rest",2735,0,0,0,0,0,0,0,0
"Nurse","all",2736,0,0,0,0,0,0,0,0
"Nurse","Christian",2737,0,0,0,0,0,0,0,0
"Nurse","souls!--",2738,0,0,0,0,0,0,0,0
"Nurse","Were",2739,0,0,0,0,0,0,0,0
"Nurse","of",2740,0,0,0,0,0,0,0,0
"Nurse","an",2741,0,0,0,0,0,0,0,0
"Nurse","age.",2742,0,0,0,0,0,0,0,0
"Nurse","well,",2743,0,0,0,0,0,0,0,0
"Nurse","Susan",2744,0,0,0,0,0,0,0,0
"Nurse","is",2745,0,0,0,0,0,0,0,0
"Nurse","with",2746,0,0,0,0,0,0,0,0
"Nurse","God;",2747,0,0,0,0,0,0,0,0
"Nurse","She",2748,0,0,0,0,0,0,0,0
"Nurse","was",2749,0,0,0,0,0,0,0,0
"Nurse","too",2750,0,0,0,0,0,0,0,0
"Nurse","good",2751,0,0,0,0,0,0,0,0
"Nurse","for",2752,0,0,0,0,0,0,0,0
"Nurse","me.",2753,0,0,0,0,0,0,0,0
"Nurse","but,",2754,0,0,0,0,0,0,0,0
"Nurse","as",2755,0,0,0,0,0,0,0,0
"Nurse","I",2756,0,0,0,0,0,0,0,0
"Nurse","said,",2757,0,0,0,0,0,0,0,0
"Nurse","On",2758,0,0,0,0,0,0,0,0
"Nurse","Lammas-eve",2759,0,0,0,0,0,0,0,0
"Nurse","at",2760,0,0,0,0,0,0,0,0
"Nurse","night",2761,0,0,0,0,0,0,0,0
"Nurse","shall",2762,0,0,0,0,0,0,0,0
"Nurse","she",2763,0,0,0,0,0,0,0,0
"Nurse","be",2764,0,0,0,0,0,0,0,0
"Nurse","fourteen;",2765,0,0,0,0,0,0,0,0
"Nurse","That",2766,0,0,0,0,0,0,0,0
"Nurse","shall",2767,0,0,0,0,0,0,0,0
"Nurse","she,",2768,0,0,0,0,0,0,0,0
"Nurse","marry;",2769,0,0,0,0,0,0,0,0
"Nurse","I",2770,0,0,0,0,0,0,0,0
"Nurse","remember",2771,0,0,0,0,0,0,0,0
"Nurse","it",2772,0,0,0,0,0,0,0,0
"Nurse","well.",2773,0,0,0,0,0,0,0,0
"Nurse","Tis",2774,0,0,0,0,0,0,0,0
"Nurse","since",2775,0,0,0,0,0,0,0,0
"Nurse","the",2776,0,0,0,0,0,0,0,0
"Nurse","earthquake",2777,0,0,0,0,0,0,0,0
"Nurse","now",2778,0,0,0,0,0,0,0,0
"Nurse","eleven",2779,0,0,0,0,0,0,0,0
"Nurse","years;",2780,0,0,0,0,0,0,0,0
"Nurse","And",2781,0,0,0,0,0,0,0,0
"Nurse","she",2782,0,0,0,0,0,0,0,0
"Nurse","was",2783,0,0,0,0,0,0,0,0
"Nurse","wean'd,--I",2784,0,0,0,0,0,0,0,0
"Nurse","never",2785,0,0,0,0,0,0,0,0
"Nurse","shall",2786,0,0,0,0,0,0,0,0
"Nurse","forget",2787,0,0,0,0,0,0,0,0
"Nurse","it,--",2788,0,0,0,0,0,0,0,0
"Nurse","Of",2789,0,0,0,0,0,0,0,0
"Nurse","all",2790,0,0,0,0,0,0,0,0
"Nurse","the",2791,0,0,0,0,0,0,0,0
"Nurse","days",2792,0,0,0,0,0,0,0,0
"Nurse","of",2793,0,0,0,0,0,0,0,0
"Nurse","the",2794,0,0,0,0,0,0,0,0
"Nurse","year,",2795,0,0,0,0,0,0,0,0
"Nurse","upon",2796,0,0,0,0,0,0,0,0
"Nurse","that",2797,0,0,0,0,0,0,0,0
"Nurse","day.",2798,0,0,0,0,0,0,0,0
"Nurse","For",2799,0,0,0,0,0,0,0,0
"Nurse","I",2800,0,0,0,0,0,0,0,0
"Nurse","had",2801,0,0,0,0,0,0,0,0
"Nurse","then",2802,0,0,0,0,0,0,0,0
"Nurse","laid",2803,0,0,0,0,0,0,0,0
"Nurse","wormwood",2804,0,0,0,0,0,0,0,0
"Nurse","to",2805,0,0,0,0,0,0,0,0
"Nurse","my",2806,0,0,0,0,0,0,0,0
"Nurse","dug,",2807,0,0,0,0,0,0,0,0
"Nurse","Sitting",2808,0,0,0,0,0,0,0,0
"Nurse","in",2809,0,0,0,0,0,0,0,0
"Nurse","the",2810,0,0,0,0,0,0,0,0
"Nurse","sun",2811,0,0,0,0,0,0,0,0
"Nurse","under",2812,0,0,0,0,0,0,0,0
"Nurse","the",2813,0,0,0,0,0,0,0,0
"Nurse","dove-house",2814,0,0,0,0,0,0,0,0
"Nurse","wall;",2815,0,0,0,0,0,0,0,0
"Nurse","My",2816,0,0,0,0,0,0,0,0
"Nurse","lord",2817,0,0,0,0,0,0,0,0
"Nurse","and",2818,0,0,0,0,0,0,0,0
"Nurse","you",2819,0,0,0,0,0,0,0,0
"Nurse","were",2820,0,0,0,0,0,0,0,0
"Nurse","then",2821,0,0,0,0,0,0,0,0
"Nurse","at",2822,0,0,0,0,0,0,0,0
"Nurse","Mantua.--",2823,0,0,0,0,0,0,0,0
"Nurse","Nay,",2824,0,0,0,0,0,0,0,0
"Nurse","I",2825,0,0,0,0,0,0,0,0
"Nurse","do",2826,0,0,0,0,0,0,0,0
"Nurse","bear",2827,0,0,0,0,0,0,0,0
"Nurse","a",2828,0,0,0,0,0,0,0,0
"Nurse","brain.--but,",2829,0,0,0,0,0,0,0,0
"Nurse","as",2830,0,0,0,0,0,0,0,0
"Nurse","I",2831,0,0,0,0,0,0,0,0
"Nurse","said,",2832,0,0,0,0,0,0,0,0
"Nurse","When",2833,0,0,0,0,0,0,0,0
"Nurse","it",2834,0,0,0,0,0,0,0,0
"Nurse","did",2835,0,0,0,0,0,0,0,0
"Nurse","taste",2836,0,0,0,0,0,0,0,0
"Nurse","the",2837,0,0,0,0,0,0,0,0
"Nurse","wormwood",2838,0,0,0,0,0,0,0,0
"Nurse","on",2839,0,0,0,0,0,0,0,0
"Nurse","the",2840,0,0,0,0,0,0,0,0
"Nurse","nipple",2841,0,0,0,0,0,0,0,0
"Nurse","Of",2842,0,0,0,0,0,0,0,0
"Nurse","my",2843,0,0,0,0,0,0,0,0
"Nurse","dug",2844,0,0,0,0,0,0,0,0
"Nurse","and",2845,0,0,0,0,0,0,0,0
"Nurse","felt",2846,0,0,0,0,0,0,0,0
"Nurse","it",2847,0,0,0,0,0,0,0,0
"Nurse","bitter,",2848,0,0,0,0,0,0,0,0
"Nurse","pretty",2849,0,0,0,0,0,0,0,0
"Nurse","fool,",2850,0,0,0,0,0,0,0,0
"Nurse","To",2851,0,0,0,0,0,0,0,0
"Nurse","see",2852,0,0,0,0,0,0,0,0
"Nurse","it",2853,0,0,0,0,0,0,0,0
"Nurse","tetchy",2854,0,0,0,0,0,0,0,0
"Nurse","and",2855,0,0,0,0,0,0,0,0
"Nurse","fall",2856,0,0,0,0,0,0,0,0
"Nurse","out",2857,0,0,0,0,0,0,0,0
"Nurse","with",2858,0,0,0,0,0,0,0,0
"Nurse","the",2859,0,0,0,0,0,0,0,0
"Nurse","dug!",2860,0,0,0,0,0,0,0,0
"Nurse","Shake",2861,0,0,0,0,0,0,0,0
"Nurse","quoth",2862,0,0,0,0,0,0,0,0
"Nurse","the",2863,0,0,0,0,0,0,0,0
"Nurse","dove-house.",2864,0,0,0,0,0,0,0,0
"Nurse","twas",2865,0,0,0,0,0,0,0,0
"Nurse","no",2866,0,0,0,0,0,0,0,0
"Nurse","need,",2867,0,0,0,0,0,0,0,0
"Nurse","I",2868,0,0,0,0,0,0,0,0
"Nurse","trow,",2869,0,0,0,0,0,0,0,0
"Nurse","To",2870,0,0,0,0,0,0,0,0
"Nurse","bid",2871,0,0,0,0,0,0,0,0
"Nurse","me",2872,0,0,0,0,0,0,0,0
"Nurse","trudge.",2873,0,0,0,0,0,0,0,0
"Nurse","And",2874,0,0,0,0,0,0,0,0
"Nurse","since",2875,0,0,0,0,0,0,0,0
"Nurse","that",2876,0,0,0,0,0,0,0,0
"Nurse","time",2877,0,0,0,0,0,0,0,0
"Nurse","it",2878,0,0,0,0,0,0,0,0
"Nurse","is",2879,0,0,0,0,0,0,0,0
"Nurse","eleven",2880,0,0,0,0,0,0,0,0
"Nurse","years;",2881,0,0,0,0,0,0,0,0
"Nurse","For",2882,0,0,0,0,0,0,0,0
"Nurse","then",2883,0,0,0,0,0,0,0,0
"Nurse","she",2884,0,0,0,0,0,0,0,0
"Nurse","could",2885,0,0,0,0,0,0,0,0
"Nurse","stand",2886,0,0,0,0,0,0,0,0
"Nurse","alone;",2887,0,0,0,0,0,0,0,0
"Nurse","nay,",2888,0,0,0,0,0,0,0,0
"Nurse","by",2889,0,0,0,0,0,0,0,0
"Nurse","the",2890,0,0,0,0,0,0,0,0
"Nurse","rood,",2891,0,0,0,0,0,0,0,0
"Nurse","She",2892,0,0,0,0,0,0,0,0
"Nurse","could",2893,0,0,0,0,0,0,0,0
"Nurse","have",2894,0,0,0,0,0,0,0,0
"Nurse","run",2895,0,0,0,0,0,0,0,0
"Nurse","and",2896,0,0,0,0,0,0,0,0
"Nurse","waddled",2897,0,0,0,0,0,0,0,0
"Nurse","all",2898,0,0,0,0,0,0,0,0
"Nurse","about;",2899,0,0,0,0,0,0,0,0
"Nurse","For",2900,0,0,0,0,0,0,0,0
"Nurse","even",2901,0,0,0,0,0,0,0,0
"Nurse","the",2902,0,0,0,0,0,0,0,0
"Nurse","day",2903,0,0,0,0,0,0,0,0
"Nurse","before,",2904,0,0,0,0,0,0,0,0
"Nurse","she",2905,0,0,0,0,0,0,0,0
"Nurse","broke",2906,0,0,0,0,0,0,0,0
"Nurse","her",2907,0,0,0,0,0,0,0,0
"Nurse","brow.",2908,0,0,0,0,0,0,0,0
"Nurse","And",2909,0,0,0,0,0,0,0,0
"Nurse","then",2910,0,0,0,0,0,0,0,0
"Nurse","my",2911,0,0,0,0,0,0,0,0
"Nurse","husband--God",2912,0,0,0,0,0,0,0,0
"Nurse","be",2913,0,0,0,0,0,0,0,0
"Nurse","with",2914,0,0,0,0,0,0,0,0
"Nurse","his",2915,0,0,0,0,0,0,0,0
"Nurse","soul!",2916,0,0,0,0,0,0,0,0
"Nurse","A",2917,0,0,0,0,0,0,0,0
"Nurse","was",2918,0,0,0,0,0,0,0,0
"Nurse","a",2919,0,0,0,0,0,0,0,0
"Nurse","merry",2920,0,0,0,0,0,0,0,0
"Nurse","man--took",2921,0,0,0,0,0,0,0,0
"Nurse","up",2922,0,0,0,0,0,0,0,0
"Nurse","the",2923,0,0,0,0,0,0,0,0
"Nurse","child.",2924,0,0,0,0,0,0,0,0
"Nurse","Yea,",2925,0,0,0,0,0,0,0,0
"Nurse","quoth",2926,0,0,0,0,0,0,0,0
"Nurse","he,",2927,0,0,0,0,0,0,0,0
"Nurse","dost",2928,0,0,0,0,0,0,0,0
"Nurse","thou",2929,0,0,0,0,0,0,0,0
"Nurse","fall",2930,0,0,0,0,0,0,0,0
"Nurse","upon",2931,0,0,0,0,0,0,0,0
"Nurse","thy",2932,0,0,0,0,0,0,0,0
"Nurse","face?",2933,0,0,0,0,0,0,0,0
"Nurse","Thou",2934,0,0,0,0,0,0,0,0
"Nurse","wilt",2935,0,0,0,0,0,0,0,0
"Nurse","fall",2936,0,0,0,0,0,0,0,0
"Nurse","backward",2937,0,0,0,0,0,0,0,0
"Nurse","when",2938,0,0,0,0,0,0,0,0
"Nurse","thou",2939,0,0,0,0,0,0,0,0
"Nurse","hast",2940,0,0,0,0,0,0,0,0
"Nurse","more",2941,0,0,0,0,0,0,0,0
"Nurse","wit;",2942,0,0,0,0,0,0,0,0
"Nurse","Wilt",2943,0,0,0,0,0,0,0,0
"Nurse","thou",2944,0,0,0,0,0,0,0,0
"Nurse","not,",2945,0,0,0,0,0,0,0,0
"Nurse","Jule?",2946,0,0,0,0,0,0,0,0
"Nurse","and,",2947,0,0,0,0,0,0,0,0
"Nurse","by",2948,0,0,0,0,0,0,0,0
"Nurse","my",2949,0,0,0,0,0,0,0,0
"Nurse","holidame,",2950,0,0,0,0,0,0,0,0
"Nurse","The",2951,0,0,0,0,0,0,0,0
"Nurse","pretty",2952,0,0,0,0,0,0,0,0
"Nurse","wretch",2953,0,0,0,0,0,0,0,0
"Nurse","left",2954,0,0,0,0,0,0,0,0
"Nurse","crying",2955,0,0,0,0,0,0,0,0
"Nurse","and",2956,0,0,0,0,0,0,0,0
"Nurse","said",2957,0,0,0,0,0,0,0,0
"Nurse","Ay.",2958,0,0,0,0,0,0,0,0
"Nurse","To",2959,0,0,0,0,0,0,0,0
"Nurse","see,",2960,0,0,0,0,0,0,0,0
"Nurse","now,",2961,0,0,0,0,0,0,0,0
"Nurse","how",2962,0,0,0,0,0,0,0,0
"Nurse","a",2963,0,0,0,0,0,0,0,0
"Nurse","jest",2964,0,0,0,0,0,0,0,0
"Nurse","shall",2965,0,0,0,0,0,0,0,0
"Nurse","come",2966,0,0,0,0,0,0,0,0
"Nurse","about!",2967,0,0,0,0,0,0,0,0
"Nurse","I",2968,0,0,0,0,0,0,0,0
"Nurse","warrant,",2969,0,0,0,0,0,0,0,0
"Nurse","an",2970,0,0,0,0,0,0,0,0
"Nurse","I",2971,0,0,0,0,0,0,0,0
"Nurse","should",2972,0,0,0,0,0,0,0,0
"Nurse","live",2973,0,0,0,0,0,0,0,0
"Nurse","a",2974,0,0,0,0,0,0,0,0
"Nurse","thousand",2975,0,0,0,0,0,0,0,0
"Nurse","years,",2976,0,0,0,0,0,0,0,0
"Nurse","I",2977,0,0,0,0,0,0,0,0
"Nurse","never",2978,0,0,0,0,0,0,0,0
"Nurse","should",2979,0,0,0,0,0,0,0,0
"Nurse","forget",2980,0,0,0,0,0,0,0,0
"Nurse","it.",2981,0,0,0,0,0,0,0,0
"Nurse","Wilt",2982,0,0,0,0,0,0,0,0
"Nurse","thou",2983,0,0,0,0,0,0,0,0
"Nurse","not,",2984,0,0,0,0,0,0,0,0
"Nurse","Jule?",2985,0,0,0,0,0,0,0,0
"Nurse","quoth",2986,0,0,0,0,0,0,0,0
"Nurse","he;",2987,0,0,0,0,0,0,0,0
"Nurse","And,",2988,0,0,0,0,0,0,0,0
"Nurse","pretty",2989,0,0,0,0,0,0,0,0
"Nurse","fool,",2990,0,0,0,0,0,0,0,0
"Nurse","it",2991,0,0,0,0,0,0,0,0
"Nurse","stinted",2992,0,0,0,0,0,0,0,0
"Nurse","and",2993,0,0,0,0,0,0,0,0
"Nurse","said",2994,0,0,0,0,0,0,0,0
"Nurse","Ay.'",2995,0,0,0,0,0,0,0,0
"Lady Capulet","Enough",2996,0,0,0,0,0,0,0,0
"Lady Capulet","of",2997,0,0,0,0,0,0,0,0
"Lady Capulet","this;",2998,0,0,0,0,0,0,0,0
"Lady Capulet","I",2999,0,0,0,0,0,0,0,0
"Lady Capulet","pray",3000,0,0,0,0,0,0,0,0
"Lady Capulet","thee,",3001,0,0,0,0,0,0,0,0
"Lady Capulet","hold",3002,0,0,0,0,0,0,0,0
"Lady Capulet","thy",3003,0,0,0,0,0,0,0,0
"Lady Capulet","peace.",3004,0,0,0,0,0,0,0,0
"Nurse","Yes,",3005,0,0,0,0,0,0,0,0
"Nurse","madam.",3006,0,0,0,0,0,0,0,0
"Nurse","yet",3007,0,0,0,0,0,0,0,0
"Nurse","I",3008,0,0,0,0,0,0,0,0
"Nurse","cannot",3009,0,0,0,0,0,0,0,0
"Nurse","choose",3010,0,0,0,0,0,0,0,0
"Nurse","but",3011,0,0,0,0,0,0,0,0
"Nurse","laugh,",3012,0,0,0,0,0,0,0,0
"Nurse","To",3013,0,0,0,0,0,0,0,0
"Nurse","think",3014,0,0,0,0,0,0,0,0
"Nurse","it",3015,0,0,0,0,0,0,0,0
"Nurse","should",3016,0,0,0,0,0,0,0,0
"Nurse","leave",3017,0,0,0,0,0,0,0,0
"Nurse","crying",3018,0,0,0,0,0,0,0,0
"Nurse","and",3019,0,0,0,0,0,0,0,0
"Nurse","say",3020,0,0,0,0,0,0,0,0
"Nurse","Ay.",3021,0,0,0,0,0,0,0,0
"Nurse","And",3022,0,0,0,0,0,0,0,0
"Nurse","yet,",3023,0,0,0,0,0,0,0,0
"Nurse","I",3024,0,0,0,0,0,0,0,0
"Nurse","warrant,",3025,0,0,0,0,0,0,0,0
"Nurse","it",3026,0,0,0,0,0,0,0,0
"Nurse","had",3027,0,0,0,0,0,0,0,0
"Nurse","upon",3028,0,0,0,0,0,0,0,0
"Nurse","its",3029,0,0,0,0,0,0,0,0
"Nurse","brow",3030,0,0,0,0,0,0,0,0
"Nurse","A",3031,0,0,0,0,0,0,0,0
"Nurse","bump",3032,0,0,0,0,0,0,0,0
"Nurse","as",3033,0,0,0,0,0,0,0,0
"Nurse","big",3034,0,0,0,0,0,0,0,0
"Nurse","as",3035,0,0,0,0,0,0,0,0
"Nurse","a",3036,0,0,0,0,0,0,0,0
"Nurse","young",3037,0,0,0,0,0,0,0,0
"Nurse","cockerel's",3038,0,0,0,0,0,0,0,0
"Nurse","stone;",3039,0,0,0,0,0,0,0,0
"Nurse","A",3040,0,0,0,0,0,0,0,0
"Nurse","parlous",3041,0,0,0,0,0,0,0,0
"Nurse","knock;",3042,0,0,0,0,0,0,0,0
"Nurse","and",3043,0,0,0,0,0,0,0,0
"Nurse","it",3044,0,0,0,0,0,0,0,0
"Nurse","cried",3045,0,0,0,0,0,0,0,0
"Nurse","bitterly.",3046,0,0,0,0,0,0,0,0
"Nurse","Yea,",3047,0,0,0,0,0,0,0,0
"Nurse","quoth",3048,0,0,0,0,0,0,0,0
"Nurse","my",3049,0,0,0,0,0,0,0,0
"Nurse","husband",3050,0,0,0,0,0,0,0,0
"Nurse","fall'st",3051,0,0,0,0,0,0,0,0
"Nurse","upon",3052,0,0,0,0,0,0,0,0
"Nurse","thy",3053,0,0,0,0,0,0,0,0
"Nurse","face?",3054,0,0,0,0,0,0,0,0
"Nurse","Thou",3055,0,0,0,0,0,0,0,0
"Nurse","wilt",3056,0,0,0,0,0,0,0,0
"Nurse","fall",3057,0,0,0,0,0,0,0,0
"Nurse","backward",3058,0,0,0,0,0,0,0,0
"Nurse","when",3059,0,0,0,0,0,0,0,0
"Nurse","thou",3060,0,0,0,0,0,0,0,0
"Nurse","comest",3061,0,0,0,0,0,0,0,0
"Nurse","to",3062,0,0,0,0,0,0,0,0
"Nurse","age;",3063,0,0,0,0,0,0,0,0
"Nurse","Wilt",3064,0,0,0,0,0,0,0,0
"Nurse","thou",3065,0,0,0,0,0,0,0,0
"Nurse","not,",3066,0,0,0,0,0,0,0,0
"Nurse","Jule?",3067,0,0,0,0,0,0,0,0
"Nurse","it",3068,0,0,0,0,0,0,0,0
"Nurse","stinted",3069,0,0,0,0,0,0,0,0
"Nurse","and",3070,0,0,0,0,0,0,0,0
"Nurse","said",3071,0,0,0,0,0,0,0,0
"Nurse","Ay.'",3072,0,0,0,0,0,0,0,0
"Juliet","And",3073,0,0,0,0,0,0,0,0
"Juliet","stint",3074,0,0,0,0,0,0,0,0
"Juliet","thou",3075,0,0,0,0,0,0,0,0
"Juliet","too,",3076,0,0,0,0,0,0,0,0
"Juliet","I",3077,0,0,0,0,0,0,0,0
"Juliet","pray",3078,0,0,0,0,0,0,0,0
"Juliet","thee,",3079,0,0,0,0,0,0,0,0
"Juliet","nurse,",3080,0,0,0,0,0,0,0,0
"Juliet","say",3081,0,0,0,0,0,0,0,0
"Juliet","I.",3082,0,0,0,0,0,0,0,0
"Nurse","Peace,",3083,0,0,0,0,0,0,0,0
"Nurse","I",3084,0,0,0,0,0,0,0,0
"Nurse","have",3085,0,0,0,0,0,0,0,0
"Nurse","done.",3086,0,0,0,0,0,0,0,0
"Nurse","God",3087,0,0,0,0,0,0,0,0
"Nurse","mark",3088,0,0,0,0,0,0,0,0
"Nurse","thee",3089,0,0,0,0,0,0,0,0
"Nurse","to",3090,0,0,0,0,0,0,0,0
"Nurse","his",3091,0,0,0,0,0,0,0,0
"Nurse","grace!",3092,0,0,0,0,0,0,0,0
"Nurse","Thou",3093,0,0,0,0,0,0,0,0
"Nurse","wast",3094,0,0,0,0,0,0,0,0
"Nurse","the",3095,0,0,0,0,0,0,0,0
"Nurse","prettiest",3096,0,0,0,0,0,0,0,0
"Nurse","babe",3097,0,0,0,0,0,0,0,0
"Nurse","that",3098,0,0,0,0,0,0,0,0
"Nurse","e'er",3099,0,0,0,0,0,0,0,0
"Nurse","I",3100,0,0,0,0,0,0,0,0
"Nurse","nursed.",3101,0,0,0,0,0,0,0,0
"Nurse","An",3102,0,0,0,0,0,0,0,0
"Nurse","I",3103,0,0,0,0,0,0,0,0
"Nurse","might",3104,0,0,0,0,0,0,0,0
"Nurse","live",3105,0,0,0,0,0,0,0,0
"Nurse","to",3106,0,0,0,0,0,0,0,0
"Nurse","see",3107,0,0,0,0,0,0,0,0
"Nurse","thee",3108,0,0,0,0,0,0,0,0
"Nurse","married",3109,0,0,0,0,0,0,0,0
"Nurse","once,",3110,0,0,0,0,0,0,0,0
"Nurse","I",3111,0,0,0,0,0,0,0,0
"Nurse","have",3112,0,0,0,0,0,0,0,0
"Nurse","my",3113,0,0,0,0,0,0,0,0
"Nurse","wish.",3114,0,0,0,0,0,0,0,0
"Lady Capulet","Marry,",3115,0,0,0,0,0,0,0,0
"Lady Capulet","that",3116,0,0,0,0,0,0,0,0
"Lady Capulet","marry",3117,0,0,0,0,0,0,0,0
"Lady Capulet","is",3118,0,0,0,0,0,0,0,0
"Lady Capulet","the",3119,0,0,0,0,0,0,0,0
"Lady Capulet","very",3120,0,0,0,0,0,0,0,0
"Lady Capulet","theme",3121,0,0,0,0,0,0,0,0
"Lady Capulet","I",3122,0,0,0,0,0,0,0,0
"Lady Capulet","came",3123,0,0,0,0,0,0,0,0
"Lady Capulet","to",3124,0,0,0,0,0,0,0,0
"Lady Capulet","talk",3125,0,0,0,0,0,0,0,0
"Lady Capulet","of.",3126,0,0,0,0,0,0,0,0
"Lady Capulet","Tell",3127,0,0,0,0,0,0,0,0
"Lady Capulet","me,",3128,0,0,0,0,0,0,0,0
"Lady Capulet","daughter",3129,0,0,0,0,0,0,0,0
"Lady Capulet","Juliet,",3130,0,0,0,0,0,0,0,0
"Lady Capulet","How",3131,0,0,0,0,0,0,0,0
"Lady Capulet","stands",3132,0,0,0,0,0,0,0,0
"Lady Capulet","your",3133,0,0,0,0,0,0,0,0
"Lady Capulet","disposition",3134,0,0,0,0,0,0,0,0
"Lady Capulet","to",3135,0,0,0,0,0,0,0,0
"Lady Capulet","be",3136,0,0,0,0,0,0,0,0
"Lady Capulet","married?",3137,0,0,0,0,0,0,0,0
"Juliet","It",3138,0,0,0,0,0,0,0,0
"Juliet","is",3139,0,0,0,0,0,0,0,0
"Juliet","an",3140,0,0,0,0,0,0,0,0
"Juliet","honour",3141,0,0,0,0,0,0,0,0
"Juliet","that",3142,0,0,0,0,0,0,0,0
"Juliet","I",3143,0,0,0,0,0,0,0,0
"Juliet","dream",3144,0,0,0,0,0,0,0,0
"Juliet","not",3145,0,0,0,0,0,0,0,0
"Juliet","of.",3146,0,0,0,0,0,0,0,0
"Nurse","An",3147,0,0,0,0,0,0,0,0
"Nurse","honour!",3148,0,0,0,0,0,0,0,0
"Nurse","were",3149,0,0,0,0,0,0,0,0
"Nurse","not",3150,0,0,0,0,0,0,0,0
"Nurse","I",3151,0,0,0,0,0,0,0,0
"Nurse","thine",3152,0,0,0,0,0,0,0,0
"Nurse","only",3153,0,0,0,0,0,0,0,0
"Nurse","nurse,",3154,0,0,0,0,0,0,0,0
"Nurse","I",3155,0,0,0,0,0,0,0,0
"Nurse","would",3156,0,0,0,0,0,0,0,0
"Nurse","say",3157,0,0,0,0,0,0,0,0
"Nurse","thou",3158,0,0,0,0,0,0,0,0
"Nurse","hadst",3159,0,0,0,0,0,0,0,0
"Nurse","suck'd",3160,0,0,0,0,0,0,0,0
"Nurse","wisdom",3161,0,0,0,0,0,0,0,0
"Nurse","from",3162,0,0,0,0,0,0,0,0
"Nurse","thy",3163,0,0,0,0,0,0,0,0
"Nurse","teat.",3164,0,0,0,0,0,0,0,0
"Lady Capulet","Well,",3165,0,0,0,0,0,0,0,0
"Lady Capulet","think",3166,0,0,0,0,0,0,0,0
"Lady Capulet","of",3167,0,0,0,0,0,0,0,0
"Lady Capulet","marriage",3168,0,0,0,0,0,0,0,0
"Lady Capulet","now;",3169,0,0,0,0,0,0,0,0
"Lady Capulet","younger",3170,0,0,0,0,0,0,0,0
"Lady Capulet","than",3171,0,0,0,0,0,0,0,0
"Lady Capulet","you,",3172,0,0,0,0,0,0,0,0
"Lady Capulet","Here",3173,0,0,0,0,0,0,0,0
"Lady Capulet","in",3174,0,0,0,0,0,0,0,0
"Lady Capulet","Verona,",3175,0,0,0,0,0,0,0,0
"Lady Capulet","ladies",3176,0,0,0,0,0,0,0,0
"Lady Capulet","of",3177,0,0,0,0,0,0,0,0
"Lady Capulet","esteem,",3178,0,0,0,0,0,0,0,0
"Lady Capulet","Are",3179,0,0,0,0,0,0,0,0
"Lady Capulet","made",3180,0,0,0,0,0,0,0,0
"Lady Capulet","already",3181,0,0,0,0,0,0,0,0
"Lady Capulet","mothers.",3182,0,0,0,0,0,0,0,0
"Lady Capulet","by",3183,0,0,0,0,0,0,0,0
"Lady Capulet","my",3184,0,0,0,0,0,0,0,0
"Lady Capulet","count,",3185,0,0,0,0,0,0,0,0
"Lady Capulet","I",3186,0,0,0,0,0,0,0,0
"Lady Capulet","was",3187,0,0,0,0,0,0,0,0
"Lady Capulet","your",3188,0,0,0,0,0,0,0,0
"Lady Capulet","mother",3189,0,0,0,0,0,0,0,0
"Lady Capulet","much",3190,0,0,0,0,0,0,0,0
"Lady Capulet","upon",3191,0,0,0,0,0,0,0,0
"Lady Capulet","these",3192,0,0,0,0,0,0,0,0
"Lady Capulet","years",3193,0,0,0,0,0,0,0,0
"Lady Capulet","That",3194,0,0,0,0,0,0,0,0
"Lady Capulet","you",3195,0,0,0,0,0,0,0,0
"Lady Capulet","are",3196,0,0,0,0,0,0,0,0
"Lady Capulet","now",3197,0,0,0,0,0,0,0,0
